Name	Region	Year	Fixed Acidity	Volatile Acidity	Citric Acid	Residual Sugar	Producer	Chlorides	Free Sulfur Dioxide	Total Sulfur Dioxide	Density	pH	Sulphates	Alcohol	Quality
Akyles 2006	Espanha	2006	7.6	0.18	0.46	10.2	Viedos de Ithaca	0.055	58	135	0.9968	3.14	0.43	9.9	6
Alabastro 2001	Regional Alentejo	2001	6.9	0.25	0.3	4.1	Caves Aliana, SA	0.054	23	116	0.994	2.99	0.38	9.4	6
Alabastro 2004	Regional Alentejo	2004	7.2	0.18	0.41	1.2	Caves Aliana, SA	0.048	41	97	0.9919	3.14	0.45	10.4	5
Alabastro Reserva 2003	Regional Alentejo	2003	8.2	0.23	0.4	7.5	Caves Aliana, SA	0.049	12	76	0.9966	3.06	0.84	9.7	6
Alandra 2005	Mesa Alentejo	2005	7.4	0.24	0.42	14	Esporo S.A.	0.066	48	198	0.9979	2.89	0.42	8.9	6
Alandra 2012	Mesa Alentejo	2012	7.4	0.24	0.42	14	Esporo S.A.	0.066	48	198	0.9979	2.89	0.42	8.9	6
Alandra 2012	Mesa Alentejo	2012	6.1	0.32	0.24	1.5	Esporo S.A.	0.036	38	124	0.9898	3.29	0.42	12.4	7
Alandra 2013	Mesa Alentejo	2013	5.2	0.44	0.04	1.4	Esporo S.A.	0.036	43	119	0.9894	3.36	0.33	12.1	8
Alandra 2013	Mesa Alentejo	2013	5.2	0.44	0.04	1.4	Esporo S.A.	0.036	43	119	0.9894	3.36	0.33	12.1	8
Albert Bichot Petit-Chablis 2009	Frana	2009	6.1	0.32	0.24	1.5	Domaines Albert Bichot	0.036	38	124	0.9898	3.29	0.42	12.4	7
Alcambar 2004	Regional Beiras	2004	6.4	0.22	0.56	14.5	Adega Cooperativa do Fundo	0.055	27	159	0.998	2.98	0.4	9.1	5
Alcube 2015	Regional Pennsula de Setbal	2015	6.3	0.36	0.3	4.8	Quinta de Alcube	0.049	14	85	0.9932	3.28	0.39	10.6	5
Alcube Colheita Seleccionada 2010	Regional Pennsula de Setbal	2010	7.4	0.24	0.42	14	Quinta de Alcube	0.066	48	198	0.9979	2.89	0.42	8.9	6
Alcube Reserva 2014	Regional Pennsula de Setbal	2014	6.7	0.24	0.35	13.1	Quinta de Alcube	0.05	64	205	0.997	3.15	0.5	9.5	5
Alcubssimo 2006	Regional Pennsula de Setbal	2006	7	0.23	0.36	13	Quinta de Alcube	0.051	72	177	0.9972	3.16	0.49	9.8	5
Alcubssimo 2006	Regional Pennsula de Setbal	2006	8.4	0.27	0.46	8.7	Quinta de Alcube	0.048	39	197	0.9974	3.14	0.59	9.6	6
Alcubssimo 2008	Regional Pennsula de Setbal	2008	6.7	0.46	0.18	2.4	Quinta de Alcube	0.034	25	98	0.9896	3.08	0.44	12.6	7
Alcubssimo 2010	Mesa Pennsula de Setbal	2010	7.5	0.29	0.31	8.95	Quinta de Alcube	0.055	20	151	0.9968	3.08	0.54	9.3	5
Alcubssimo 2012	Regional Pennsula de Setbal	2012	9.8	0.42	0.48	9.85	Quinta de Alcube	0.034	5	110	0.9958	2.87	0.29	10	5
Alcubssimo 2012	Regional Pennsula de Setbal	2012	7.1	0.3	0.46	1.5	Quinta de Alcube	0.066	29	133	0.9906	3.12	0.54	12.7	6
Alcubssimo 2013	Regional Pennsula de Setbal	2013	7.9	0.19	0.45	1.5	Quinta de Alcube	0.045	17	96	0.9917	3.13	0.39	11	6
Alcubssimo 2013	Regional Pennsula de Setbal	2013	7.6	0.48	0.37	0.8	Quinta de Alcube	0.037	4	100	0.9902	3.03	0.39	11.4	4
Aldeias de Juromenha Garrafeira 2005	Regional Alentejo	2005	6.3	0.22	0.43	4.55	Sociedade Agrcola Monte dos Outeiros	0.038	31	130	0.9918	3.35	0.33	11.5	7
Aldeias de Juromenha Reserva 2005	Regional Alentejo	2005	7.5	0.27	0.31	17.7	Sociedade Agrcola Monte dos Outeiros	0.051	33	173	0.999	3.09	0.64	10.2	5
Alento 2004	Regional Alentejo	2004	6.9	0.23	0.4	7.5	Lus B. Viegas Louro - Monte Branco	0.04	50	151	0.9927	3.11	0.27	11.4	6
Alento 2005	Regional Alentejo	2005	7.2	0.32	0.47	5.1	Lus B. Viegas Louro - Monte Branco	0.044	19	65	0.991	3.03	0.41	12.6	4
Alento 2008	Regional Alentejo	2008	5.9	0.23	0.3	12.9	Lus B. Viegas Louro - Monte Branco	0.054	57	170	0.9972	3.28	0.39	9.4	5
Alento 2009	Regional Alentejo	2009	6	0.67	0.07	1.2	Lus B. Viegas Louro - Monte Branco	0.06	9	108	0.9931	3.11	0.35	8.7	4
Alento 2014	Regional Alentejo	2014	6.4	0.25	0.32	5.5	Lus B. Viegas Louro - Monte Branco	0.049	41	176	0.995	3.19	0.68	9.2	6
Alento 2015	Regional Alentejo	2015	6.4	0.33	0.31	5.5	Lus B. Viegas Louro - Monte Branco	0.048	42	173	0.9951	3.19	0.66	9.3	6
Alento Reserva 2007	Regional Alentejo	2007	7.1	0.34	0.15	1.2	Lus B. Viegas Louro - Monte Branco	0.053	61	183	0.9936	3.09	0.43	9.2	5
Alento Reserva 2009	Regional Alentejo	2009	6.8	0.28	0.4	22	Lus B. Viegas Louro - Monte Branco	0.048	48	167	1.001	2.93	0.5	8.7	5
Alento Reserva 2013	Regional Alentejo	2013	6.9	0.27	0.4	14	Lus B. Viegas Louro - Monte Branco	0.05	64	227	0.9979	3.18	0.58	9.6	6
Alento Reserva 2015	Regional Alentejo	2015	6.8	0.26	0.56	11.9	Lus B. Viegas Louro - Monte Branco	0.043	64	226	0.997	3.02	0.63	9.3	5
Alfaiate 2014	Regional Pennsula de Setbal	2014	6.8	0.29	0.56	11.9	Jos A. L. da Mota Capito	0.043	66	230	0.9972	3.02	0.63	9.3	5
Alfaiate 2017	Regional Pennsula de Setbal	2017	6.7	0.24	0.41	9.4	Jos A. L. da Mota Capito	0.04	49	166	0.9954	3.12	0.61	9.9	6
Alfaraz 2004	Regional Alentejo	2004	5.9	0.3	0.23	4.2	Henrique Uva - Herdade da Mingorra	0.038	42	119	0.9924	3.15	0.5	11	5
Alfaraz 2005	Regional Alentejo	2005	6.8	0.53	0.35	3.8	Henrique Uva - Herdade da Mingorra	0.034	26	109	0.9906	3.26	0.57	12.7	8
Alfaraz Aragonez 2005	Regional Alentejo	2005	6.5	0.28	0.28	8.5	Henrique Uva - Herdade da Mingorra	0.047	54	210	0.9962	3.09	0.54	8.9	4
Alfaraz Colheita Seleccionada 2009	Regional Alentejo	2009	6.6	0.28	0.28	8.5	Henrique Uva - Herdade da Mingorra	0.052	55	211	0.9962	3.09	0.55	8.9	6
Alfaraz Merlot 2004	Regional Alentejo	2004	6.8	0.28	0.4	22	Henrique Uva - Herdade da Mingorra	0.048	48	167	1.001	2.93	0.5	8.7	5
Alfaraz Reserva 2008	Regional Alentejo	2008	6.8	0.28	0.36	8	Henrique Uva - Herdade da Mingorra	0.045	28	123	0.9928	3.02	0.37	11.4	6
Alfaraz Reserva 2009	Regional Alentejo	2009	6.6	0.15	0.34	5.1	Henrique Uva - Herdade da Mingorra	0.055	34	125	0.9942	3.36	0.42	9.6	5
Alfaraz Reserva 2010	Regional Alentejo	2010	6.4	0.29	0.44	3.6	Henrique Uva - Herdade da Mingorra	0.2	75	181	0.9942	3.02	0.41	9.1	5
Alfaraz Touriga Nacional 2006	Regional Alentejo	2006	6.4	0.3	0.45	3.5	Henrique Uva - Herdade da Mingorra	0.197	76	180	0.9942	3.02	0.39	9.1	6
Alfaraz Touriga Nacional & Syrah 2005	Regional Alentejo	2005	6.4	0.29	0.44	3.6	Henrique Uva - Herdade da Mingorra	0.197	75	183	0.9942	3.01	0.38	9.1	5
Alfredo Roca Malbec 2004	Argentina	2004	6.8	0.26	0.24	7.8	Roca S.A.	0.052	54	214	0.9961	3.13	0.47	8.9	5
Algazarra Reserva Signature 2015	Regional Lisboa	2015	7.1	0.32	0.24	13.1	Casa Santos Lima - Companhia das Vinhas S.A.	0.05	52	204	0.998	3.1	0.49	8.8	5
Aliana Clssico 1999	Regional Beiras	1999	6.8	0.26	0.24	7.8	Caves Aliana, SA	0.052	54	214	0.9961	3.13	0.47	8.9	5
Alin 2009	Espanha	2009	6.8	0.27	0.26	16.1	Bodegas y Viedos Alin	0.049	55	196	0.9984	3.15	0.5	9.3	5
Allesverloren Touriga Nacional 2009	frica do Sul	2009	7.1	0.32	0.24	13.1	Allesverloren	0.05	52	204	0.998	3.1	0.49	8.8	5
Allo Alvarinho & Loureiro 2011	Regional Vinhos Verdes	2011	6.9	0.54	0.32	13.2	Quinta de Soalheiro	0.05	53	236	0.9973	3.2	0.5	9.6	5
Allo Alvarinho & Loureiro 2012	Regional Vinhos Verdes	2012	6.8	0.26	0.34	13.9	Quinta de Soalheiro	0.034	39	134	0.9949	3.33	0.53	12	6
Allo Alvarinho & Loureiro 2014	Regional Vinhos Verdes	2014	5.8	0.28	0.35	2.3	Quinta de Soalheiro	0.053	36	114	0.9924	3.28	0.5	10.2	4
Allo Alvarinho & Loureiro 2015	Regional Vinhos Verdes	2015	6.4	0.21	0.5	11.6	Quinta de Soalheiro	0.042	45	153	0.9972	3.15	0.43	8.8	5
Allo Alvarinho & Loureiro 2016	Regional Vinhos Verdes	2016	7	0.16	0.32	8.3	Quinta de Soalheiro	0.045	38	126	0.9958	3.21	0.34	9.2	5
Allo Alvarinho & Loureiro 2017	Regional Vinhos Verdes	2017	10.2	0.44	0.88	6.2	Quinta de Soalheiro	0.049	20	124	0.9968	2.99	0.51	9.9	4
Almeida Garrett Chardonnay 2010	DOC Beiras	2010	6.8	0.57	0.29	2.2	SABE - Sociedade Agrcola das Beiras, S.A.	0.04	15	77	0.9938	3.32	0.74	10.2	5
Almeida Garrett Chardonnay 2012	DOC Beiras	2012	6.1	0.4	0.31	0.9	SABE - Sociedade Agrcola das Beiras, S.A.	0.048	23	170	0.993	3.22	0.77	9.5	6
Almeida Garrett Colheita Seleccionada 2006	Regional Beiras	2006	5.6	0.245	0.25	9.7	SABE - Sociedade Agrcola das Beiras, S.A.	0.032	12	68	0.994	3.31	0.34	10.5	5
Almeida Garrett Reserva 2007	DOC Beiras	2007	6.8	0.18	0.38	1.4	SABE - Sociedade Agrcola das Beiras, S.A.	0.038	35	111	0.9918	3.32	0.59	11.2	7
Almeida Garrett Tinta Roriz 1999	Regional Beiras	1999	7	0.16	0.32	8.3	SABE - Sociedade Agrcola das Beiras, S.A.	0.045	38	126	0.9958	3.21	0.34	9.2	5
Almirez 2014	Espanha	2014	6.7	0.13	0.29	5.3	Familia Eguren - Bodega Teso La Monja, S.L.	0.051	31	122	0.9944	3.44	0.37	9.7	6
Almojanda 2002	Regional Alentejo	2002	6.2	0.25	0.25	1.4	Tapada do Chaves Sociedade Agrcola e Comercial, SA	0.03	35	105	0.9912	3.3	0.44	11.1	7
Alonso del Yerro 2007	Espanha	2007	5.8	0.26	0.24	9.2	Viedos Alonso del Yerro, S.L.	0.044	55	152	0.9961	3.31	0.38	9.4	5
Alsace Pinot Noir Ft de Chne 2003	Frana	2003	7.5	0.27	0.36	7	Cave du Roi Dagobert	0.036	45	164	0.9939	3.03	0.33	11	5
Altano 2001	DOC Douro	2001	5.8	0.26	0.24	9.2	Symington Family Estates, Vinhos, Lda	0.044	55	152	0.9961	3.31	0.38	9.4	5
Altano 2017	DOC Douro	2017	5.7	0.28	0.24	17.5	Symington Family Estates, Vinhos, Lda	0.044	60	167	0.9989	3.31	0.44	9.4	5
Altano Biolgico 2008	DOC Douro	2008	7.5	0.23	0.36	7	Symington Family Estates, Vinhos, Lda	0.036	43	161	0.9938	3.04	0.32	11	5
Altano Quinta do Atade Reserva 2008	DOC Douro	2008	7.5	0.27	0.36	7	Symington Family Estates, Vinhos, Lda	0.036	45	164	0.9939	3.03	0.33	11	5
Altano Quinta do Atade Reserva 2012	DOC Douro	2012	7.2	0.685	0.21	9.5	Symington Family Estates, Vinhos, Lda	0.07	33	172	0.9971	3	0.55	9.1	6
Altano Reserva 2004	DOC Douro	2004	6.2	0.25	0.25	1.4	Symington Family Estates, Vinhos, Lda	0.03	35	105	0.9912	3.3	0.44	11.1	7
Altano Reserva 2005	DOC Douro	2005	6.5	0.19	0.3	0.8	Symington Family Estates, Vinhos, Lda	0.043	33	144	0.9936	3.42	0.39	9.1	6
Altano Reserva 2014	DOC Douro	2014	6.3	0.495	0.22	1.8	Symington Family Estates, Vinhos, Lda	0.046	31	140	0.9929	3.39	0.54	10.4	6
Altas Cumbres Viognier 2010	Argentina	2010	7.1	0.24	0.41	17.8	Lagarde SA	0.046	39	145	0.9998	3.32	0.39	8.7	5
Altas Quintas 2004	Regional Alentejo	2004	6.4	0.17	0.32	2.4	Altas Quintas, Lda	0.048	41	200	0.9938	3.5	0.5	9.7	6
Altas Quintas 2005	Regional Alentejo	2005	7.1	0.25	0.32	10.3	Altas Quintas, Lda	0.041	66	272	0.9969	3.17	0.52	9.1	6
Altas Quintas 2006	Regional Alentejo	2006	6.4	0.17	0.32	2.4	Altas Quintas, Lda	0.048	41	200	0.9938	3.5	0.5	9.7	6
Altas Quintas 2007	Regional Alentejo	2007	7.1	0.24	0.41	17.8	Altas Quintas, Lda	0.046	39	145	0.9998	3.32	0.39	8.7	5
Altas Quintas 2008	Regional Alentejo	2008	6.8	0.64	0.08	9.7	Altas Quintas, Lda	0.062	26	142	0.9972	3.37	0.46	8.9	4
Altas Quintas 2010	Regional Alentejo	2010	8.3	0.28	0.4	7.8	Altas Quintas, Lda	0.041	38	194	0.9976	3.34	0.51	9.6	6
Altas Quintas 600 2010	Regional Alentejo	2010	8.2	0.27	0.39	7.8	Altas Quintas, Lda	0.039	49	208	0.9976	3.31	0.51	9.5	6
Altas Quintas Crescendo 2005	Regional Alentejo	2005	7.2	0.23	0.38	14.3	Altas Quintas, Lda	0.058	55	194	0.9979	3.09	0.44	9	6
Altas Quintas Crescendo 2006	Regional Alentejo	2006	7.2	0.23	0.38	14.3	Altas Quintas, Lda	0.058	55	194	0.9979	3.09	0.44	9	6
Altas Quintas Crescendo 2007	Regional Alentejo	2007	7.2	0.23	0.38	14.3	Altas Quintas, Lda	0.058	55	194	0.9979	3.09	0.44	9	6
Altas Quintas Crescendo 2007	Regional Alentejo	2007	7.2	0.23	0.38	14.3	Altas Quintas, Lda	0.058	55	194	0.9979	3.09	0.44	9	6
Altas Quintas Crescendo 2009	Regional Alentejo	2009	6.8	0.52	0.32	13.2	Altas Quintas, Lda	0.044	54	221	0.9972	3.27	0.5	9.6	6
Altas Quintas Mensagem de Aragons 2005	Regional Alentejo	2005	7	0.26	0.59	1.4	Altas Quintas, Lda	0.037	40	120	0.9918	3.34	0.41	11.1	7
Altas Quintas Mensagem de Trincadeira 2007	Regional Alentejo	2007	6.2	0.25	0.21	15.55	Altas Quintas, Lda	0.039	28	159	0.9982	3.48	0.64	9.6	6
Altas Quintas Obsesso 2004	Regional Alentejo	2004	7.3	0.32	0.23	13.7	Altas Quintas, Lda	0.05	49	197	0.9985	3.2	0.46	8.7	5
Altas Quintas Reserva 2004	Regional Alentejo	2004	7.7	0.31	0.26	7.8	Altas Quintas, Lda	0.031	23	90	0.9944	3.13	0.5	10.4	5
Altas Quintas Reserva 2005	Regional Alentejo	2005	7.1	0.21	0.37	2.4	Altas Quintas, Lda	0.026	23	100	0.9903	3.15	0.38	11.4	7
Altas Quintas Reserva 2007	Regional Alentejo	2007	6.8	0.24	0.34	2.7	Altas Quintas, Lda	0.047	64.5	218.5	0.9934	3.3	0.58	9.7	6
Altas Quintas Reserva-do 2005	Regional Alentejo	2005	6.9	0.4	0.56	11.2	Altas Quintas, Lda	0.043	40	142	0.9975	3.14	0.46	8.7	5
Alto Rouge 2006	frica do Sul	2006	6.1	0.18	0.36	2	Alto	0.038	20	249.5	0.9923	3.37	0.79	11.3	6
Altos de Tamaron Reserva 2002	Espanha	2002	6.8	0.21	0.27	2.1	Pagos del Rey, S.I.	0.03	26	139	0.99	3.16	0.61	12.6	7
Altoviso Bairrada Garrafeira 1994	DOC Bairrada	1994	5.8	0.2	0.27	1.4	Caves Altoviso	0.031	12	77	0.9905	3.25	0.36	10.9	7
Altoviso Douro 2003	DOC Douro	2003	5.6	0.19	0.26	1.4	Caves Altoviso	0.03	12	76	0.9905	3.25	0.37	10.9	7
lvaro Castro 2005	DOC Do	2005	6.1	0.41	0.14	10.4	lvaro Castro	0.037	18	119	0.996	3.38	0.45	10	5
Alves de Sousa Reserva Pessoal 1999	DOC Douro	1999	5.9	0.21	0.28	4.6	Domingos Alves de Sousa	0.053	40	199	0.9964	3.72	0.7	10	4
Alves de Sousa Reserva Pessoal 2003	DOC Douro	2003	8.5	0.26	0.21	16.2	Domingos Alves de Sousa	0.074	41	197	0.998	3.02	0.5	9.8	3
Alvor Singular 2008	Regional Algarve	2008	6.9	0.4	0.56	11.2	Quinta do Morgado da Torre, Lda	0.043	40	142	0.9975	3.14	0.46	8.7	5
Amalaya 2010	Argentina	2010	5.8	0.24	0.44	3.5	Bodega Amalaya	0.029	5	109	0.9913	3.53	0.43	11.7	3
Amalaya Malbec 2015	Argentina	2015	5.8	0.24	0.39	1.5	Bodega Amalaya	0.054	37	158	0.9932	3.21	0.52	9.3	6
Amalaya Tinto de Corte 2015	Argentina	2015	6.7	0.26	0.39	1.1	Bodega Amalaya	0.04	45	147	0.9935	3.32	0.58	9.6	8
Amalaya Torronts & Riesling 2015	Argentina	2015	6.3	0.35	0.3	5.7	Bodega Amalaya	0.035	8	97	0.9927	3.27	0.41	11	7
Amantis 2005	Regional Alentejo	2005	6.3	0.35	0.3	5.7	Jlio Tassara de Bastos	0.035	8	97	0.9927	3.27	0.41	11	7
Amantis 2007	Regional Alentejo	2007	6.4	0.23	0.39	1.8	Jlio Tassara de Bastos	0.032	23	118	0.9912	3.32	0.5	11.8	6
Amantis 2008	Regional Alentejo	2008	5.8	0.36	0.38	0.9	Jlio Tassara de Bastos	0.037	3	75	0.9904	3.28	0.34	11.4	4
Amat Tannat 2002	Uruguai	2002	6.9	0.115	0.35	5.4	Bodegas Carrau	0.048	36	108	0.9939	3.32	0.42	10.2	6
Ameias Aragons 2009	Regional Pennsula de Setbal	2009	6.9	0.29	0.4	19.45	SIVIPA - Sociedade Vincola de Palmela, S.A.	0.043	36	156	0.9996	2.93	0.47	8.9	5
Ameias Cabernet Sauvignon 2009	Regional Pennsula de Setbal	2009	6.9	0.28	0.4	8.2	SIVIPA - Sociedade Vincola de Palmela, S.A.	0.036	15	95	0.9944	3.17	0.33	10.2	5
Ameias Syah 2009	Regional Pennsula de Setbal	2009	7.2	0.29	0.4	13.6	SIVIPA - Sociedade Vincola de Palmela, S.A.	0.045	66	231	0.9977	3.08	0.59	9.6	6
Amelia Chardonnay 2009	Chile	2009	6.2	0.24	0.35	1.2	Via Concha y Toro S.A.	0.038	22	167	0.9912	3.1	0.48	10.6	6
Amiral de Beychevelle 2001	Frana (DOC Saint-Julien)	2001	6.9	0.29	0.4	19.45	S. C. Chteau Beychevelle	0.043	36	156	0.9996	2.93	0.47	8.9	5
Amo-te Reserva 2004	Regional Pennsula de Setbal	2004	6.9	0.32	0.26	8.3	Sociedade Agrcola Casal do Tojo, S.A.	0.053	32	180	0.9965	3.25	0.51	9.2	6
Amo-te Reserva 2005	Regional Pennsula de Setbal	2005	5.3	0.58	0.07	6.9	Sociedade Agrcola Casal do Tojo, S.A.	0.043	34	149	0.9944	3.34	0.57	9.7	5
Ana Vieira Pinto 2003	Regional Alentejo	2003	5.3	0.585	0.07	7.1	Ana Isabel Vieira Pinto	0.044	34	145	0.9945	3.34	0.57	9.7	6
Anakena Sauvignon Blanc 2015	Chile	2015	5.4	0.59	0.07	7	Anakena New Lands Winery	0.045	36	147	0.9944	3.34	0.57	9.7	6
Andvi Aovpriko 2005	Grcia	2005	6.9	0.32	0.26	8.3		0.053	32	180	0.9965	3.25	0.51	9.2	6
Andreza 2003	DOC Douro	2003	5.2	0.6	0.07	7	Caves do Salgueiral, Lda	0.044	33	147	0.9944	3.33	0.58	9.7	5
Aneto 2003	DOC Douro	2003	5.8	0.25	0.26	13.1	Sobredos - Produo e Comrcio de Vinhos, Lda	0.051	44	148	0.9972	3.29	0.38	9.3	5
Aneto 2007	DOC Douro	2007	6.6	0.58	0.3	5.1	Sobredos - Produo e Comrcio de Vinhos, Lda	0.057	30	123	0.9949	3.24	0.38	9	5
Aneto 2009	DOC Douro	2009	7	0.29	0.54	10.7	Sobredos - Produo e Comrcio de Vinhos, Lda	0.046	59	234	0.9966	3.05	0.61	9.5	5
Aneto 2015	DOC Douro	2015	6.6	0.19	0.41	8.9	Sobredos - Produo e Comrcio de Vinhos, Lda	0.046	51	169	0.9954	3.14	0.57	9.8	6
Aneto Colheita Tardia 2007	DOC Douro	2007	6.7	0.2	0.41	9.1	Sobredos - Produo e Comrcio de Vinhos, Lda	0.044	50	166	0.9954	3.14	0.58	9.8	6
Aneto Grande Reserva 2007	DOC Douro	2007	7.7	0.26	0.4	1.1	Sobredos - Produo e Comrcio de Vinhos, Lda	0.042	9	60	0.9915	2.89	0.5	10.6	5
Aneto Late Harvest 2005	DOC Douro	2005	6.8	0.32	0.34	1.2	Sobredos - Produo e Comrcio de Vinhos, Lda	0.044	14	67	0.9919	3.05	0.47	10.6	4
Aneto Reserva 2008	DOC Douro	2008	7	0.3	0.49	4.7	Sobredos - Produo e Comrcio de Vinhos, Lda	0.036	17	105	0.9916	3.26	0.68	12.4	7
Aneto Reserva 2011	DOC Douro	2011	7	0.24	0.36	2.8	Sobredos - Produo e Comrcio de Vinhos, Lda	0.034	22	112	0.99	3.19	0.38	12.6	8
Aneto Reserva 2015	DOC Douro	2015	6.1	0.31	0.58	5	Sobredos - Produo e Comrcio de Vinhos, Lda	0.039	36	114	0.9909	3.3	0.6	12.3	8
Angelica 2010	Itlia	2010	6.8	0.44	0.37	5.1	Judeka Azienda VitiVinicola	0.047	46	201	0.9938	3.08	0.65	10.5	4
Angelus Reserva 2001	DOC Bairrada	2001	6.7	0.34	0.3	15.6	Caves Aliana, SA	0.054	51	196	0.9982	3.19	0.49	9.3	5
Anima 2004	Mesa Pennsula de Setbal	2004	7.1	0.35	0.24	15.4	Jos A. L. da Mota Capito	0.055	46	198	0.9988	3.12	0.49	8.8	5
Anjou Rouge 2011	Frana	2011	7.3	0.32	0.25	7.2	Chteau de la Roulerie	0.056	47	180	0.9961	3.08	0.47	8.8	5
Anselmo Mendes Alvarinho 2007	DOC Vinhos Verdes	2007	6.5	0.28	0.33	15.7	Anselmo Mendes Vinhos, Lda	0.053	51	190	0.9978	3.22	0.51	9.7	6
Anselmo Mendes Contacto Alvarinho 2008	DOC Vinhos Verdes	2008	7.2	0.23	0.39	14.2	Anselmo Mendes Vinhos, Lda	0.058	49	192	0.9979	2.98	0.48	9	7
Anselmo Mendes Contacto Alvarinho 2010	DOC Vinhos Verdes	2010	7.2	0.23	0.39	14.2	Anselmo Mendes Vinhos, Lda	0.058	49	192	0.9979	2.98	0.48	9	7
Anselmo Mendes Contacto Alvarinho 2011	DOC Vinhos Verdes	2011	7.2	0.23	0.39	14.2	Anselmo Mendes Vinhos, Lda	0.058	49	192	0.9979	2.98	0.48	9	7
Anselmo Mendes Contacto Alvarinho 2012	DOC Vinhos Verdes	2012	7.2	0.23	0.39	14.2	Anselmo Mendes Vinhos, Lda	0.058	49	192	0.9979	2.98	0.48	9	7
Anselmo Mendes Contacto Alvarinho 2013	DOC Vinhos Verdes	2013	5.9	0.15	0.31	5.8	Anselmo Mendes Vinhos, Lda	0.041	53	155	0.9945	3.52	0.46	10.5	6
Anselmo Mendes Contacto Alvarinho 2014	DOC Vinhos Verdes	2014	7.4	0.28	0.42	19.8	Anselmo Mendes Vinhos, Lda	0.066	53	195	1	2.96	0.44	9.1	5
Anselmo Mendes Contacto Alvarinho 2015	DOC Vinhos Verdes	2015	6.2	0.28	0.22	7.3	Anselmo Mendes Vinhos, Lda	0.041	26	157	0.9957	3.44	0.64	9.8	7
Anselmo Mendes Contacto Alvarinho 2016	DOC Vinhos Verdes	2016	9.1	0.59	0.38	1.6	Anselmo Mendes Vinhos, Lda	0.066	34	182	0.9968	3.23	0.38	8.5	3
Anselmo Mendes Contacto Alvarinho 2017	DOC Vinhos Verdes	2017	6.3	0.33	0.27	1.2	Anselmo Mendes Vinhos, Lda	0.046	34	175	0.9934	3.37	0.54	9.4	6
Anselmo Mendes Contacto Alvarinho 2018	DOC Vinhos Verdes	2018	8.3	0.39	0.7	10.6	Anselmo Mendes Vinhos, Lda	0.045	33	169	0.9976	3.09	0.57	9.4	5
Anselmo Mendes Parcela nica 2017	DOC Vinhos Verdes	2017	7.2	0.19	0.46	3.8	Anselmo Mendes Vinhos, Lda	0.041	82	187	0.9932	3.19	0.6	11.2	7
Anta da Serra 2003	DOC Alentejo	2003	7.5	0.17	0.44	11.3	Adega Cooperativa de Redondo, CRL	0.046	65	146	0.997	3.17	0.45	10	6
Anto Vaz da Peceguina 2006	Regional Alentejo	2006	6.7	0.17	0.5	2.1	Herdade da Malhadinha Nova, SA	0.043	27	122	0.9923	3.15	0.45	10.3	6
Anto Vaz da Peceguina 2008	Regional Alentejo	2008	6.1	0.41	0	1.6	Herdade da Malhadinha Nova, SA	0.063	36	87	0.9914	3.27	0.67	10.8	6
Anto Vaz da Peceguina 2012	Regional Alentejo	2012	8.3	0.2	0.35	0.9	Herdade da Malhadinha Nova, SA	0.05	12	74	0.992	3.13	0.38	10.5	6
Anthilia 2007	Itlia	2007	6.1	0.41	0	1.6	Donna Fugata	0.063	36	87	0.9914	3.27	0.67	10.8	6
Anttese 2012	Regional Lisboa	2012	6	0.29	0.21	1.3	Ricardo Carraa dos Santos, Vinhos, Lda	0.055	42	168	0.9914	3.32	0.43	11.1	6
Antnio Maria 2002	Regional Alentejo	2002	7.3	0.41	0.24	6.8	Francisco Fernandes Garcia Unipessoal, Lda	0.057	41	163	0.9949	3.2	0.41	9.9	6
Antnio Saramago Reserva 2005	DOC Pennsula de Setbal	2005	7.3	0.41	0.24	6.8	Antnio Saramago - Vinhos, Lda	0.057	41	163	0.9949	3.2	0.41	9.9	6
Antnio Saramago Reserva 2009	Regional Pennsula de Setbal	2009	7.2	0.43	0.24	6.7	Antnio Saramago - Vinhos, Lda	0.058	40	163	0.995	3.2	0.41	9.9	5
Antnio Saramago Reserva 2010	Regional Pennsula de Setbal	2010	7.3	0.4	0.24	6.7	Antnio Saramago - Vinhos, Lda	0.058	41	166	0.995	3.2	0.41	9.9	6
Antnio Saramago Reserva 2014	Regional Pennsula de Setbal	2014	6.2	0.33	0.27	4.9	Antnio Saramago - Vinhos, Lda	0.036	30	134	0.9927	3.2	0.42	10.4	7
Apegadas 2006	DOC Douro	2006	6.2	0.31	0.26	4.8	Quinta das Apegadas, Sociedade Agrcola, Lda	0.037	36	148	0.9928	3.21	0.41	10.4	6
Apegadas 2007	DOC Douro	2007	6.1	0.36	0.27	2.1	Quinta das Apegadas, Sociedade Agrcola, Lda	0.035	16	100	0.9917	3.4	0.71	11.5	7
Apegadas 2007	DOC Douro	2007	5	0.55	0.14	8.3	Quinta das Apegadas, Sociedade Agrcola, Lda	0.032	35	164	0.9918	3.53	0.51	12.5	8
Apegadas Quinta Velha 2005	DOC Douro	2005	7.8	0.25	0.41	3.7	Quinta das Apegadas, Sociedade Agrcola, Lda	0.042	37	149	0.9954	3.36	0.45	10	6
Apegadas Quinta Velha 2007	DOC Douro	2007	5.7	0.36	0.21	6.7	Quinta das Apegadas, Sociedade Agrcola, Lda	0.038	51	166	0.9941	3.29	0.63	10	6
