Name;Region;Year;Color;Castes;AlcoholPercentage;Producer;MinimunPrice;MaximumPrice;Judge;JudgeRating;Date;JudgeNotes
Adega de Borba 2012;DOC Alentejo;2012;RosÇ;Aragonez e Syrah;12.5;Adega Cooperativa de Borba, C.R.L.;2.0;4.0;‡scar Gato;13.5;Junho 2013;Cor avermelhada e nariz delicadamente preenchido por notas florais e fruta vermelha, misturadas com delicadas notas vegetais, na boca Ç um vinho correcto, fresco e com um paladar frutado, termina com um final de boca curto, em termos de comprimento e persistància.
Adega de Borba Grande Reserva 2011;DOC Alentejo;2011;Red;Alicante Bouschet e Trincadeira;14.5;Adega Cooperativa de Borba, C.R.L.;15.0;20.0;‡scar Gato;17.0;Junho 2017;Cor granada intensa e nariz rico em aromas de frutos silvestres e notas especiadas, bem como subtis nuances minerais, de tabaco e chocolate, na boca Ç um vinho jovem, com taninos por demais evidentes e um corpo cheio, revelando um paladar rico em fruta preta e madeira, bem como delicadas notas de especiarias e um ligeiro toque terroso, o final de boca Ç expressivo, relativamente prolongado e agradavelmente persistente.
Adega de Borba Premium 2006;DOC Alentejo;2006;Red;Trincadeira, Alicante Bouschet e Cabernet Sauvignon;14.0;Adega Cooperativa de Borba, C.R.L.;4.0;7.5;‡scar Gato;16.0;Dezembro 2010;Apresenta uma cor intensa e um nariz vivo e rico em notas de especiarias bem combinadas com fruta madura e um leve apimentado, na boca Ç um vinho muito equilibrado, com taninos redondos, onde a fruta est† bem presente e agradavelmente conjugada com diversas notas de especiarias e um toque de barrica, tem um final de boca com um comprimento mÇdio/longo e uma interessante persistància.
Adega de Borba Premium 2010;DOC Alentejo;2010;Red;Trincadeira, Alicante Bouschet, Touriga Nacional  e Cabernet Sauvignon;14.0;Adega Cooperativa de Borba, C.R.L.;4.0;7.5;‡scar Gato;15.5;Janeiro 2013;Cor rubi de mÇdia intensidade e nariz agradavelmente frutado e abaunilhado, com delicadas notas vegetais e especiadas, na boca Ç um vinho equilibrado, redondo e guloso, com um volume mÇdio e uns taninos polidos, no paladar destaca-se a fruta vermelha madura, um subtil toque de madeira e uma delicada sensaá∆o de diversas especiarias, o final de boca tem um comprimento e uma persistància medianas.
Adega de Borba Premium 2013;DOC Alentejo;2013;White;Arinto, Ant∆o Vaz, Verdelho e Alvarinho;13.0;Adega Cooperativa de Borba, C.R.L.;4.0;7.5;‡scar Gato;15.5;Junho 2015;Cor amarela e nariz pouco expressivo, com simples aromas de fruta madura misturados com delicadas notas c°tricas, na boca Ç um vinho correcto, com uma acidez mediana e um paladar frutado e delicadamente citrino, termina com um final de boca curto, quer no comprimento, quer na persistància.
Adega de Borba Premium 2014;DOC Alentejo;2014;White;Arinto, Ant∆o Vaz, Verdelho e Alvarinho;13.0;Adega Cooperativa de Borba, C.R.L.;4.0;7.5;‡scar Gato;15.5;Setembro 2015;Cor amarela citrina e nariz bem preenchido por aromas de fruta madura e uma forte componente c°trica e floral, na boca Ç um vinho equilibrado, com uma acidez correcta e um paladar frutado e vegetal, alÇm de subtilmente limonado, o final de boca termina com um comprimento e persistància medianos.
Adega de Borba Reserva 2011;DOC Alentejo;2011;Red;Aragonez, Trincadeira, Castel∆o e Alicante Bouschet;14.0;Adega Cooperativa de Borba, C.R.L.;7.5;10.0;‡scar Gato;16.0;Novembro 2014;Apresenta uma cor rubi de mÇdia intensidade e um nariz onde sobressai a fruta vermelha madura aliada a delicadas notas vegetais e breves apontamentos minerais, na boca Ç um vinho equilibrado, com uma agrad†vel estrutura e um corpo de volume ligeiramente acima da mÇdia, conta com um paladar frutado, onde diversas especiarias casam de uma forma correcta com a madeira, o final de boca tem um comprimento e uma persistància relativamente prolongados.
Adega de Borba Reserva 2013;DOC Alentejo;2013;Red;Aragonez, Trincadeira, Castel∆o e Alicante Bouschet;13.5;Adega Cooperativa de Borba, C.R.L.;7.5;10.0;‡scar Gato;16.0;Dezembro 2017;Cor rubi de tonalidade avermelhada, o nariz sugere aromas de frutos pretos e vermelhos aliados a evidentes notas especiadas e tostadas, num fundo  marcado por ligeiros toques vegetais e apimentados, na boca Ç um vinho equilibrado, relativameente estruturado e encorpado, no paladar destaca-se a frescura da fruta misturada com a complexidade da barrica e das especiarias, o final de boca termina com um comprimento e uma persistància de express∆o mÇdia/alta.
Adega de Borba Reserva 2015;DOC Alentejo;2015;White;Arinto, Alvarinho e Verdelho;13.0;Adega Cooperativa de Borba, C.R.L.;7.5;10.0;‡scar Gato;15.5;Dezembro 2017;Cor amarelo citrino e nariz dominado pelos aromas de fruta tropical madura envolvidos por breves notas de frutos secos e alguma baunilha, num fundo mais c°trico e floral, na boca Ç um vinho equilibrado, com uma agrad†vel estrutura e uma acidez mediana, no paladar destaca-se a fruta madura e as notas citrinas e tostadas, terminando com um final de boca mÇdio.
Adega de Màda 2003;DOC Douro;2003;Red;Touriga Franca, Tinta Barroca e Tinta Roriz;13.0;Adega Cooperativa de Màda, CRL;2.0;4.0;Catarina Penelas;13.0;Maio 2005;Frutos vermelhos mais elaborados na boca, mas o seu final peca por ser pouco prolongado, taninos algo duros.
Adega de Nelas Touriga Nacional 2001;DOC D∆o;2001;Red;Touriga Nacional;12.0;Cooperativa Agr°cola de Nelas, C.R.L.;7.5;10.0;Luis Santos;13.5;Junho 2007;Aromas j† evolu°dos embora ainda se note um pouco de fruta, paladar com volume mÇdio e complexidade n∆o muito intensa, revela j† algumas preocupaá‰es com a a idade, final pouco comprido, destacando-se o couro.
Adega de Peg‰es Alicante Bouschet 2004;Regional Pen°nsula de Set£bal;2004;Red;Alicante Bouschet;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;16.0;Janeiro 2008;Cor forte e aromas de frutos pretos bem vincados, leves especiarias e algum balsÉmico num nariz exuberante, na boca tem um volume bem conseguido, elegante quanto baste e de uma macieza de prova invulgar, a fruta continua com uma boa presenáa num final longo.
Adega de Peg‰es Alicante Bouschet 2005;Regional Pen°nsula de Set£bal;2005;Red;Alicante Bouschet;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;16.0;Dezembro 2008;Cor carregada e aromas que lembram muitos frutos negros e um leve balsÉmico que est∆o bem acompanhados por ligeiras notas tostadas, na boca Ç atraente, tem um porte mÇdio e taninos fimes mas macios, continua frutado e tem um final persistente.
Adega de Peg‰es Alicante Bouschet 2008;Regional Pen°nsula de Set£bal;2008;Red;Alicante Bouschet;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;10.0;12.5;Jaime Quendera;16.0;Agosto 2010;Cor opaca no centro e aurÇola viol†cea, o nariz revela frutos pretos aliados a leves toques mentolados e fumados, na boca Ç um vinho guloso, muito equilibrado e com uma boa dose de fruta, os taninos mostram firmeza e o final Ç prolongado e saboroso.
Adega de Peg‰es Aragonez 2004;Regional Pen°nsula de Set£bal;2004;Red;Aragonez;13.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;14.5;Janeiro 2008;Aromas frutados e bem frescos, ligeiramente minerais, na boca tem uma estrutura mediana e uma boa acidez, o final Ç mÇdio e de uma macieza interessante.
Adega de Peg‰es Aragonez 2008;Regional Pen°nsula de Set£bal;2008;Red;Aragonez;13.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;15.5;Agosto 2010;Apresenta uma cor rubi com boa intensidade e um nariz que rapidamente faz lembrar frutos vermelhos, ligeira madeira e subtis notas de groselha, na boca conta com uma acidez agrad†vel, muita fruta e uns taninos bem vivos, o final tem um comprimento mediano e uma persistància interessante.
Adega de Peg‰es Cabernet Sauvignon 2005;Regional Pen°nsula de Set£bal;2005;Red;Cabernet Sauvignon;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;14.0;Janeiro 2008;Nariz marcado pelas notas vegetais e um apimentado muito ligeiro, paladar com a madeira muito discreta e uns taninos delicados, volume e complexidade medianos para um final n∆o muito longo mas harmonioso.
Adega de Peg‰es Cabernet Sauvignon 2008;Regional Pen°nsula de Set£bal;2008;Red;Cabernet Sauvignon;13.5;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;15.5;Agosto 2010;Cor cheia e nariz marcado pelas notas vegetais em sintonia com um pimento muito delicado e algumas notas florais, na boca a madeira est† bem integrada num conjunto que se destaca pela sua facilidade de prova e harmonia de sabores, revela algum fruto preto e notas de cacau, conta com uns taninos jovens mas bem redondos e um final bem simp†tico, em termos de comprimento e persistància.
Adega de Peg‰es Cinquenten†rio 2005;Regional Pen°nsula de Set£bal;2005;Red;Syrah, Castel∆o, Cabernet Sauvignon e Trincadeira;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;15.0;20.0;Jaime Quendera;16.5;Novembro 2010;Apresenta uma cor intensa e concentrada e um nariz que revela vivas notas de frutos silvestres maduros misturados com notas de especiarias e algum balsÉmico, na boca Ç um vinho com uma interessante estrutura, taninos s¢lidos mas bem integrados num conjunto especiado e envolvente, termina de forma prolongada e persistente.
Adega de Peg‰es Cinquenten†rio 2008;Regional Pen°nsula de Set£bal;2008;Red;Syrah, Castel∆o, Cabernet Sauvignon e Trincadeira;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;12.5;15.0;Jaime Quendera;16.0;Fevereiro 2016;Cor rubi muito carregada no centro e laivos de tonalidade granada, o nariz evidencia frutos do bosque e delicadas notas de especiarias e algum vegetal, na boca Ç um vinho estruturado e relativamente encorpado, com tnainos redondos e um paladar cheio de fruta e notas de barrica, alÇm de breves nuances vegetais e atÇ de cacau, o final de boca termina relativamente prolongado.
Adega de Peg‰es Colheita Seleccionada 2003;Regional Pen°nsula de Set£bal;2003;Red;Touriga Nacional, Trincadeira, Cabernet Sauvignon e Syrah;13.5;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;16.0;Julho 2008;Tem uma cor granada com boa intensidade e um nariz bem frutado e levemente floral, que vai evolu°ndo durante a prova para um especiado muito equilibrado, na boca Ç um vinho com um volume mediano, uma estrutura agrad†vel e um paladar saboroso, mostra boa fruta e um toque de diversas especiarias, como a pimenta, a canela e algum chocolate em harmonia com a madeira, o final tem uma persistància mÇdia.
Adega de Peg‰es Colheita Seleccionada 2005;Regional Pen°nsula de Set£bal;2005;Red;Touriga Nacional, Trincadeira, Cabernet Sauvignon e Syrah;13.5;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;15.5;Janeiro 2011;Cor intensamente avermelhada e nariz bem preenchido por aromas de frutos vermelhos, misturados com notas florais, ligeiro toque de cafÇ e atÇ uma leve nuance balsÉmica, na boca confirma os aromas, revelando estrutura e evidentes especiarias, conta com uns taninos firmes e uma agrad†vel acidez, o final tem um comprimento e persistància mÇdio/longos.
Adega de Peg‰es Colheita Seleccionada 2007;Regional Pen°nsula de Set£bal;2007;Red;Touriga Nacional, Trincadeira, Cabernet Sauvignon e Syrah;13.5;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;16.0;Agosto 2010;Apresenta uma cor rubi de mÇdia intensidade e um aroma limpo e jovem, marcado pelos frutos vermelhos e uma ligeira sensaá∆o de baunilha, na boca Ç um vinho equilibrado, delicado e com taninos a mostrarem alguma vivacidade, revela-se um conjunto fresco, frutado e especiado, contando com um final mÇdio de persistància e prolongamento de boca.
Adega de Peg‰es Colheita Seleccionada 2008;Regional Pen°nsula de Set£bal;2008;White;Arinto, Chardonnay e Ant∆o Vaz;12.5;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;2.0;4.0;Jaime Quendera;16.0;Agosto 2010;Cor levemente amarela e aromas frescos bem atractivos, que formam um conjunto frutado, abaunilhado e levemente mineral, na boca Ç um vinho muito equilibrado e saboroso, com leves notas de fruta tropical e um certo toque citrino, o final Ç agrad†vel e apresenta um comprimento mediano.
Adega de Peg‰es Colheita Seleccionada 2009;Regional Pen°nsula de Set£bal;2009;Red;Touriga Nacional, Trincadeira, Cabernet Sauvignon e Syrah;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;15.5;Junho 2013;Cor rubi de mÇdia concentraá∆o e intensidade e nariz agradavelmente preenchido por aromas de fruta vermelha misturados com um ligeiro toque vegetal e especiado, num fundo delicadamente marcado pela barrica e por suaves notas de cacau, na boca Ç um vinho equilibrado, de estrutura e volume mÇdios, bem como uns taninos bem redondos, o paladar apresenta fruta madura envolvida em subtis notas de especiarias, termina com um final de boca medianamente persistente.
Adega de Peg‰es Colheita Seleccionada 2010;Regional Pen°nsula de Set£bal;2010;White;Arinto, Chardonnay e Ant∆o Vaz;13.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;2.0;4.0;Jaime Quendera;16.0;Agosto 2011;Cor amarela brilhante e reflexos dourados, no nariz o destaque vai para a harmomia dos v†rios aromas, desde a fruta madura,aliada a delicadas sugest‰es de baunilha, bem como um leve toque mineral e tambÇm alguma fruta tropical, na boca Ç um vinho muito equilibrado, atractivo e fresco, onde as notas de fruta tropical madura combinam agradavelmente com a tosta e um ligeiro citrino, o final tem um comprimento mÇdio e uma interessante persistància.
Adega de Peg‰es Colheita Seleccionada 2010;Regional Pen°nsula de Set£bal;2010;Red;Touriga Nacional, Trincadeira, Cabernet Sauvignon e Syrah;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;15.5;Dezembro 2014;Apresenta uma cor rubi de tonalidade avermelhada, o nariz sugere aromas de fruta vermelha madura envolvidos por delicadas notas de especiarias e subtis apontamentos vegetais, na boca Ç um vinho equilibrado, com taninos polidos e um volume mÇdio, no paladar sobressai a fruta madura, bem como delicadas notas especiadas, o final de boca tem um comprimento e persistància de express∆o mÇdia.
Adega de Peg‰es Colheita Seleccionada 2011;Regional Pen°nsula de Set£bal;2011;White;Arinto, Verdelho, Chardonnay e Ant∆o Vaz;13.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;2.0;4.0;Jaime Quendera;16.0;Junho 2013;Cor amarela e nariz agradavelmente preenchido por notas de fruta madura misturadas com subtis sugest‰es de tosta e baunilha, um leve toque floral e tambÇm citrino, na boca Ç um vinho equilibrado, correcto e fresco, conta com um paladar saboroso, muito frutado e relativamente encorpado, devido Ö presenáa da madeira, o final de boca tem um comprimento mÇdio, tal como a persistància apresentada.
Adega de Peg‰es Colheita Seleccionada 2011;Regional Pen°nsula de Set£bal;2011;Red;Touriga Nacional, Trincadeira, Cabernet Sauvignon e Syrah;14.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;4.0;7.5;Jaime Quendera;15.5;Outubro 2015;Apresenta uma cor rubi de tonalidade avermelhada e um nariz frutado e ligeiramente especiado, alÇm de evidenciar delicados apontamentos vegetais e atÇ algum cacau, na boca Ç um vinho equilibrado, com taninos redondos e um paladar dominado pela fruta vermelha madura e por evidentes notas de diversas especiarias, terminando com um final de boca de comprimento mÇdio.
Adega de Peg‰es Colheita Seleccionada 2012;Regional Pen°nsula de Set£bal;2012;White;Arinto, Verdelho, Chardonnay e Ant∆o Vaz;13.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;2.0;4.0;Jaime Quendera;15.5;Julho 2014;Apresenta uma bonita cor amarela e um nariz marcado pelos aromas de fruta tropical madura misturados com delicadas sugest‰es de baunilha e tambÇm um delicado floral, na boca Ç um vinho equilibrado, fresco e guloso, revela um paladar cheio de fruta tropical madura que aparece agradavelmente integrada com a tosta e sugestivas notas limonadas, o final de boca tem um comprimento e uma persistància de express∆o mÇdia mas muito agrad†vel.
Adega de Peg‰es Colheita Seleccionada 2013;Regional Pen°nsula de Set£bal;2013;White;Arinto, Verdelho, Chardonnay e Ant∆o Vaz;13.0;Cooperativa Agr°cola de Santo Isidro de Peg‰es, CRL;2.0;4.0;Jaime Quendera;15.5;Maio 2015;Cor amarelo p†lido com subtis reflexos esverdeados, o nariz revela aromas de fruta madura e alguma tosta, envolvidos com delicadas notas florais e de citrinos, na boca Ç um vinho equilibrado, muito fresco e com uma acidez agrad†vel, no paladar sobressai a fruta e as notas mais c°tricas e vegetais, num fundo ligeiramente abaunilhado, termina com um final de boca de comprimento mÇdio.
